,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,name,match
610,15,FW,26-320,74,0,0,0,0,2,0,0,0,20,1,0,3,0.1,0.1,0.0,2,0,9,11,81.8,4,13,1,1,0,Thuram Marcus,Netherlands-France-June-21-2024-European-Championship
611,9,FW,37-265,16,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0,Giroud Olivier,Netherlands-France-June-21-2024-European-Championship
612,7,FW,33-092,90,0,0,0,0,5,3,0,0,53,0,0,0,0.9,0.9,0.0,1,0,35,47,74.5,7,39,2,1,1,Griezmann Antoine,Netherlands-France-June-21-2024-European-Championship
613,14,LM,29-079,90,0,0,0,0,1,0,0,0,75,3,0,2,0.2,0.2,0.1,3,0,63,66,95.5,3,58,2,3,3,Rabiot Adrien,Netherlands-France-June-21-2024-European-Championship
614,8,CM,24-146,90,0,0,0,0,3,0,0,0,114,1,0,0,0.1,0.1,0.0,4,0,104,109,95.4,11,95,1,0,0,Tchouaméni Aurélien,Netherlands-France-June-21-2024-European-Championship
615,13,CM,33-084,90,0,0,0,0,2,0,0,0,72,2,0,1,0.0,0.0,0.8,4,0,57,64,89.1,8,50,2,1,1,Kanté N'Golo,Netherlands-France-June-21-2024-European-Championship
616,11,RM,27-037,74,0,0,0,0,2,0,0,0,48,3,0,0,0.1,0.1,0.2,5,0,31,39,79.5,3,38,5,7,3,Dembélé Ousmane,Netherlands-France-June-21-2024-European-Championship
617,20,RM,28-008,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,1,11,0,0,0,Coman Kingsley,Netherlands-France-June-21-2024-European-Championship
618,22,LB,26-259,90,0,0,0,0,0,0,0,0,63,1,1,0,0.0,0.0,0.0,1,0,50,55,90.9,2,46,2,1,0,Hernández Theo,Netherlands-France-June-21-2024-European-Championship
619,17,CB,23-089,90,0,0,0,0,0,0,0,0,89,0,0,2,0.0,0.0,0.0,1,0,85,86,98.8,2,74,1,0,0,Saliba William,Netherlands-France-June-21-2024-European-Championship
620,4,CB,25-238,90,0,0,0,0,0,0,0,0,120,1,1,0,0.0,0.0,0.0,2,0,112,118,94.9,11,105,1,0,0,Upamecano Dayot,Netherlands-France-June-21-2024-European-Championship
621,5,RB,25-222,90,0,0,0,0,0,0,0,0,80,1,0,2,0.0,0.0,0.1,4,0,59,69,85.5,4,43,2,1,1,Koundé Jules,Netherlands-France-June-21-2024-European-Championship
622,16,GK,28-354,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,24,79.2,0,16,0,0,0,Maignan Mike,Netherlands-France-June-21-2024-European-Championship
623,16,FW,27-345,59,0,0,0,0,1,0,0,0,12,0,0,2,0.0,0.0,0.2,1,0,5,7,71.4,1,3,0,0,0,Buksa Adam,Poland-Austria-June-21-2024-European-Championship
624,7,FW,27-150,31,0,0,0,0,1,1,0,0,8,0,0,0,0.1,0.1,0.0,0,0,5,6,83.3,0,2,0,0,0,Świderski Karol,Poland-Austria-June-21-2024-European-Championship
625,23,FW,28-356,59,1,0,0,0,2,1,0,0,17,1,0,0,0.5,0.5,0.0,1,0,6,10,60.0,0,10,0,0,0,Piątek Krzysztof,Poland-Austria-June-21-2024-European-Championship
626,9,FW,35-305,31,0,0,0,0,0,0,1,0,8,1,0,0,0.0,0.0,0.1,1,0,4,4,100.0,0,5,0,4,2,Lewandowski Robert,Poland-Austria-June-21-2024-European-Championship
627,6,CM,26-261,45,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,11,17,64.7,0,11,0,0,0,Piotrowski Jakub,Poland-Austria-June-21-2024-European-Championship
628,8,CM,25-075,45,0,0,0,0,0,0,1,0,26,0,0,1,0.0,0.0,0.0,3,0,18,21,85.7,4,11,1,1,0,Moder Jakub,Poland-Austria-June-21-2024-European-Championship
629,24,CM,25-084,74,0,0,0,0,0,0,1,0,39,0,2,1,0.0,0.0,0.1,3,0,28,34,82.4,4,15,0,0,0,Slisz Bartosz,Poland-Austria-June-21-2024-European-Championship
630,11,"CM,LM",36-013,16,0,0,0,0,1,0,0,0,8,0,0,1,0.3,0.3,0.0,0,0,1,5,20.0,0,4,0,0,0,Grosicki Kamil,Poland-Austria-June-21-2024-European-Championship
631,10,CM,30-032,86,0,0,0,0,6,1,0,0,61,0,0,1,0.4,0.4,0.1,6,0,38,50,76.0,2,31,6,5,3,Zieliński Piotr,Poland-Austria-June-21-2024-European-Championship
632,26,CM,19-288,4,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,Urbanski Kacper,Poland-Austria-June-21-2024-European-Championship
633,21,"WB,RM",22-150,90,0,0,0,0,1,0,0,0,52,0,1,0,0.1,0.1,0.0,4,0,33,47,70.2,4,23,4,3,2,Zalewski Nicola,Poland-Austria-June-21-2024-European-Championship
634,19,"WB,RB",29-070,90,0,0,0,0,0,0,0,0,55,0,1,0,0.0,0.0,0.4,7,0,34,47,72.3,3,27,5,2,1,Frankowski Przemysław,Poland-Austria-June-21-2024-European-Championship
635,14,"CB,LB",24-127,90,0,0,0,0,0,0,0,0,69,1,2,1,0.0,0.0,0.2,2,0,49,59,83.1,2,22,0,1,1,Kiwior Jakub,Poland-Austria-June-21-2024-European-Championship
636,3,CB,29-032,90,0,0,0,0,1,0,0,0,54,0,0,0,0.1,0.1,0.0,0,0,40,45,88.9,0,27,0,0,0,Dawidowicz Paweł,Poland-Austria-June-21-2024-European-Championship
637,5,CB,28-070,90,0,0,0,0,1,0,0,0,57,2,0,3,0.2,0.2,0.0,1,1,41,47,87.2,1,22,0,0,0,Bednarek Jan,Poland-Austria-June-21-2024-European-Championship
638,1,GK,34-064,90,0,0,0,0,0,0,1,0,39,0,0,0,0.0,0.0,0.0,0,0,26,35,74.3,0,17,0,0,0,Szczęsny Wojciech,Poland-Austria-June-21-2024-European-Championship
639,7,FW,35-063,80,1,0,1,1,0,0,1,0,21,1,0,1,0.8,0.0,0.0,1,0,11,14,78.6,0,14,1,0,0,Arnautović Marko,Poland-Austria-June-21-2024-European-Championship
640,11,FW,30-064,10,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,7,100.0,3,7,0,1,0,Gregoritsch Michael,Poland-Austria-June-21-2024-European-Championship
641,9,"LW,FW",30-096,90,0,0,0,0,5,1,0,0,51,1,3,0,0.5,0.5,0.0,4,2,26,42,61.9,3,31,4,3,2,Sabitzer Marcel,Poland-Austria-June-21-2024-European-Championship
642,19,"RW,AM",24-325,80,1,0,0,0,1,1,0,0,42,2,1,0,0.1,0.1,0.3,2,0,23,32,71.9,2,30,9,3,1,Baumgartner Christoph,Poland-Austria-June-21-2024-European-Championship
643,18,LM,24-146,10,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.4,1,0,6,7,85.7,1,6,1,0,0,Schmid Romano,Poland-Austria-June-21-2024-European-Championship
644,20,"AM,DM,CM",27-025,90,0,0,0,0,1,0,0,0,46,1,1,1,0.4,0.4,0.0,3,0,37,42,88.1,6,36,2,1,1,Laimer Konrad,Poland-Austria-June-21-2024-European-Championship
645,10,DM,28-319,45,0,0,0,0,0,0,0,0,43,0,4,0,0.0,0.0,0.0,0,0,31,39,79.5,5,32,0,1,0,Grillitsch Florian,Poland-Austria-June-21-2024-European-Championship
646,23,"RW,RM",23-022,45,0,0,0,0,1,1,1,0,22,1,0,3,0.1,0.1,0.1,1,0,12,16,75.0,0,13,1,1,0,Wimmer Patrick,Poland-Austria-June-21-2024-European-Championship
647,6,"DM,CM",23-048,90,0,0,0,0,1,1,0,0,55,2,2,2,0.0,0.0,0.2,7,1,42,45,93.3,4,36,0,0,0,Seiwald Nicolas,Poland-Austria-June-21-2024-European-Championship
648,16,LB,30-144,62,0,1,0,0,0,0,0,0,55,0,0,2,0.0,0.0,0.1,2,2,41,51,80.4,3,42,3,1,1,Mwene Phillipp,Poland-Austria-June-21-2024-European-Championship
649,8,LB,23-026,28,0,1,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.1,2,1,9,9,100.0,1,7,1,0,0,Prass Alexander,Poland-Austria-June-21-2024-European-Championship
650,15,CB,27-346,90,0,0,0,0,0,0,0,0,49,0,1,2,0.0,0.0,0.0,0,0,35,39,89.7,1,31,0,0,0,Lienhart Philipp,Poland-Austria-June-21-2024-European-Championship
651,3,CB,32-088,58,1,0,0,0,1,1,0,0,48,0,1,2,0.1,0.1,0.0,0,0,40,42,95.2,1,31,0,0,0,Trauner Gernot,Poland-Austria-June-21-2024-European-Championship
652,4,CB,25-276,32,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,10,12,83.3,0,8,0,0,0,Danso Kevin,Poland-Austria-June-21-2024-European-Championship
653,5,RB,27-038,90,0,0,0,0,4,3,0,0,69,2,3,4,0.1,0.1,0.0,2,0,38,48,79.2,2,38,0,0,0,Posch Stefan,Poland-Austria-June-21-2024-European-Championship
654,13,GK,27-171,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,28,40,70.0,0,30,0,0,0,Pentz Patrick,Poland-Austria-June-21-2024-European-Championship
655,22,FW,23-235,87,1,0,1,1,0,0,0,0,26,0,0,0,0.8,0.0,0.0,1,1,15,17,88.2,2,21,0,2,2,Mikautadze Georges,Georgia-Czechia-June-22-2024-European-Championship
656,11,FW,30-265,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,1,0,Kvilitaia Giorgi,Georgia-Czechia-June-22-2024-European-Championship
657,7,LW,23-131,81,0,0,0,0,1,0,0,0,31,1,0,0,0.0,0.0,0.1,2,0,13,19,68.4,3,21,5,7,2,Kvaratskhelia Khvicha,Georgia-Czechia-June-22-2024-European-Championship
658,23,RW,29-187,9,0,0,0,0,1,0,0,0,5,0,0,0,0.2,0.2,0.0,0,0,0,1,0.0,0,2,1,0,0,Lobzhanidze Saba,Georgia-Czechia-June-22-2024-European-Championship
659,9,RW,23-128,61,0,0,0,0,0,0,0,0,30,2,0,3,0.0,0.0,0.0,0,0,15,17,88.2,1,16,2,3,0,Davitashvili Zuriko,Georgia-Czechia-June-22-2024-European-Championship
660,10,"RW,LW",24-298,29,0,0,0,0,0,0,0,0,15,2,0,0,0.0,0.0,0.2,2,0,10,13,76.9,4,12,3,0,0,Chakvetadze Giorgi,Georgia-Czechia-June-22-2024-European-Championship
661,21,LM,23-217,61,0,0,0,0,0,0,0,0,29,2,0,0,0.0,0.0,0.0,0,0,13,20,65.0,1,18,1,4,2,Tsitaishvili Heorhii,Georgia-Czechia-June-22-2024-European-Championship
662,14,LM,26-024,29,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,0,5,0,0,0,Lochoshvili Luka,Georgia-Czechia-June-22-2024-European-Championship
663,20,CM,23-017,90,0,0,0,0,1,0,1,0,54,4,2,3,0.1,0.1,0.0,1,0,32,40,80.0,6,26,1,0,0,Mekvabishvili Anzor,Georgia-Czechia-June-22-2024-European-Championship
664,6,CM,24-359,90,0,0,0,0,0,0,1,0,49,2,0,0,0.0,0.0,0.0,2,0,44,45,97.8,6,33,1,4,3,Kochorashvili Giorgi,Georgia-Czechia-June-22-2024-European-Championship
665,2,RM,28-361,90,0,0,0,0,1,0,0,0,51,2,1,1,0.0,0.0,0.0,0,0,27,38,71.1,1,19,0,0,0,Kakabadze Otar,Georgia-Czechia-June-22-2024-European-Championship
666,3,CB,29-039,90,0,0,0,0,0,0,0,0,42,1,0,1,0.0,0.0,0.0,0,0,25,31,80.6,4,20,0,1,0,Dvali Lasha,Georgia-Czechia-June-22-2024-European-Championship
667,4,CB,36-354,90,0,0,0,0,0,0,1,0,47,1,1,5,0.0,0.0,0.0,0,0,23,28,82.1,1,15,0,0,0,Kashia Guram,Georgia-Czechia-June-22-2024-European-Championship
668,5,CB,32-137,81,0,0,0,0,0,0,0,0,44,2,1,1,0.0,0.0,0.0,0,0,21,27,77.8,3,15,0,0,0,Kvirkvelia Solomon,Georgia-Czechia-June-22-2024-European-Championship
669,15,DF,33-048,9,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,Gwelesiani Giorgi,Georgia-Czechia-June-22-2024-European-Championship
670,25,GK,23-267,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,13,32,40.6,0,18,0,0,0,Mamardashvili Giorgi,Georgia-Czechia-June-22-2024-European-Championship
671,10,FW,28-150,67,1,0,0,0,7,4,0,0,31,0,0,0,1.4,1.4,0.0,0,0,14,19,73.7,0,20,1,1,0,Schick Patrik,Georgia-Czechia-June-22-2024-European-Championship
672,13,FW,25-054,23,0,0,0,0,1,0,0,0,5,0,0,0,0.2,0.2,0.0,0,0,1,1,100.0,0,3,0,0,0,Chytil Mojmir,Georgia-Czechia-June-22-2024-European-Championship
673,9,AM,21-333,54,0,0,0,0,3,3,0,0,20,1,0,0,0.6,0.6,0.0,2,0,12,12,100.0,0,16,1,2,0,Hložek Adam,Georgia-Czechia-June-22-2024-European-Championship
674,20,AM,25-259,36,0,0,0,0,3,1,0,0,22,0,0,0,0.2,0.2,0.0,2,1,13,15,86.7,1,12,0,0,0,Lingr Ondřej,Georgia-Czechia-June-22-2024-European-Championship
675,17,AM,26-249,54,0,0,0,0,2,1,0,0,38,1,0,1,0.5,0.5,0.1,5,0,26,33,78.8,1,20,1,1,1,Černý Václav,Georgia-Czechia-June-22-2024-European-Championship
676,26,"AM,WB",20-297,36,0,0,0,0,3,2,0,0,31,1,0,0,0.1,0.1,0.0,1,0,11,21,52.4,2,20,3,4,2,Jurásek Matěj,Georgia-Czechia-June-22-2024-European-Championship
677,14,CM,27-243,80,0,0,0,0,1,1,1,0,49,5,0,1,0.0,0.0,0.0,1,0,33,41,80.5,2,26,2,1,0,Provod Lukáš,Georgia-Czechia-June-22-2024-European-Championship
678,7,AM,29-202,10,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,10,11,90.9,2,7,0,0,0,Barák Antonín,Georgia-Czechia-June-22-2024-European-Championship
679,22,CM,29-116,90,0,0,0,0,0,0,1,0,54,5,0,1,0.0,0.0,0.7,4,0,41,45,91.1,7,32,0,0,0,Souček Tomáš,Georgia-Czechia-June-22-2024-European-Championship
680,15,WB,23-320,80,0,0,0,0,2,0,1,0,65,1,1,1,0.0,0.0,0.2,5,0,35,54,64.8,1,34,0,2,0,Jurásek David,Georgia-Czechia-June-22-2024-European-Championship
681,8,CM,30-049,10,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,17,21,81.0,3,18,3,0,0,Ševčík Petr,Georgia-Czechia-June-22-2024-European-Championship
682,5,WB,31-305,90,0,0,0,0,0,0,1,0,84,1,0,0,0.0,0.0,0.4,7,0,56,75,74.7,5,44,7,3,0,Coufal Vladimír,Georgia-Czechia-June-22-2024-European-Championship
683,18,CB,25-063,90,0,0,0,0,4,0,0,0,91,1,2,0,0.3,0.3,0.0,7,0,69,80,86.3,16,63,5,0,0,Krejčí Ladislav,Georgia-Czechia-June-22-2024-European-Championship
684,4,CB,24-145,90,0,0,0,0,0,0,0,0,60,2,0,1,0.0,0.0,0.0,3,0,49,55,89.1,6,40,0,0,0,Hranáč Robin,Georgia-Czechia-June-22-2024-European-Championship
685,3,CB,31-083,90,0,0,0,0,1,0,1,0,71,4,0,0,0.0,0.0,0.0,4,0,56,62,90.3,5,41,1,0,0,Holeš Tomáš,Georgia-Czechia-June-22-2024-European-Championship
686,1,GK,28-056,90,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,0,8,0,0,0,Staněk Jindřich,Georgia-Czechia-June-22-2024-European-Championship
687,10,FW,31-040,90,0,1,0,0,5,3,0,0,25,0,0,0,0.6,0.6,0.1,2,1,8,16,50.0,2,16,2,2,0,Lukaku Romelu,Belgium-Romania-June-22-2024-European-Championship
688,22,LW,22-026,71,0,0,0,0,2,1,0,0,41,1,1,1,0.1,0.1,0.4,10,1,22,26,84.6,3,28,10,8,3,Doku Jeremy,Belgium-Romania-June-22-2024-European-Championship
689,11,LW,30-292,19,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,4,0,1,1,Carrasco Yannick,Belgium-Romania-June-22-2024-European-Championship
690,14,RW,26-272,55,0,0,0,0,3,1,1,0,33,1,0,0,0.3,0.3,0.1,2,0,18,21,85.7,2,24,2,5,2,Lukebakio Dodi,Belgium-Romania-June-22-2024-European-Championship
691,9,RW,29-201,35,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.0,2,0,6,11,54.5,1,12,4,0,0,Trossard Leandro,Belgium-Romania-June-22-2024-European-Championship
692,7,AM,32-360,90,1,0,0,0,5,3,0,0,60,4,0,1,0.5,0.5,0.4,8,0,30,46,65.2,7,37,1,4,3,De Bruyne Kevin,Belgium-Romania-June-22-2024-European-Championship
693,24,DM,22-311,90,0,0,0,0,1,0,0,0,65,3,1,1,0.0,0.0,0.0,2,0,51,55,92.7,3,31,0,0,0,Onana Amadou,Belgium-Romania-June-22-2024-European-Championship
694,8,DM,27-046,71,1,0,0,0,2,1,0,0,57,0,1,1,0.1,0.1,0.0,3,0,43,49,87.8,10,24,1,0,0,Tielemans Youri,Belgium-Romania-June-22-2024-European-Championship
695,18,DM,26-096,19,0,0,0,0,0,0,0,0,4,1,1,1,0.0,0.0,0.2,1,0,1,1,100.0,0,1,0,0,0,Mangala Orel,Belgium-Romania-June-22-2024-European-Championship
696,3,LB,24-028,76,0,0,0,0,0,0,0,0,50,2,1,1,0.0,0.0,0.0,1,0,30,40,75.0,1,22,0,0,0,Theate Arthur,Belgium-Romania-June-22-2024-European-Championship
697,2,RB,20-242,14,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.1,1,0,7,9,77.8,0,3,0,0,0,Debast Zeno,Belgium-Romania-June-22-2024-European-Championship
698,5,CB,37-059,90,0,0,0,0,1,0,0,0,54,1,0,1,0.1,0.1,0.0,1,0,42,45,93.3,1,41,0,0,0,Vertonghen Jan,Belgium-Romania-June-22-2024-European-Championship
699,4,CB,26-080,90,0,0,0,0,0,0,0,0,80,3,2,0,0.0,0.0,0.0,2,0,66,72,91.7,4,54,0,0,0,Faes Wout,Belgium-Romania-June-22-2024-European-Championship
700,21,"RB,LB",28-200,90,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,1,0,41,54,75.9,3,26,2,1,1,Castagne Timothy,Belgium-Romania-June-22-2024-European-Championship
701,1,GK,31-363,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,21,31,67.7,0,19,0,0,0,Casteels Koen,Belgium-Romania-June-22-2024-European-Championship
702,19,FW,24-352,80,0,0,0,0,0,0,0,0,21,2,1,1,0.0,0.0,0.0,0,0,11,14,78.6,0,9,0,0,0,Drăguș Denis,Belgium-Romania-June-22-2024-European-Championship
703,7,FW,33-169,10,0,0,0,0,1,0,0,0,3,0,0,0,0.2,0.2,0.0,0,0,1,1,100.0,0,2,0,0,0,Alibec Denis,Belgium-Romania-June-22-2024-European-Championship
704,13,LM,24-141,67,0,0,0,0,4,0,0,0,33,2,1,0,0.1,0.1,0.0,1,0,12,15,80.0,2,13,0,1,0,Mihaila Valentin,Belgium-Romania-June-22-2024-European-Championship
705,10,LM,25-244,23,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,16,20,80.0,2,18,0,0,0,Hagi Ianis,Belgium-Romania-June-22-2024-European-Championship
706,21,CM,31-046,90,0,0,0,0,0,0,0,0,42,0,0,1,0.0,0.0,0.1,4,0,31,39,79.5,3,23,1,0,0,Stanciu Nicolae,Belgium-Romania-June-22-2024-European-Championship
707,18,"CM,DM",28-030,90,0,0,0,0,2,0,0,0,49,4,0,2,0.0,0.0,0.0,4,0,35,39,89.7,6,30,0,1,0,Marin Răzvan,Belgium-Romania-June-22-2024-European-Championship
708,20,RM,25-301,90,0,0,0,0,3,3,0,0,42,2,0,0,0.1,0.1,0.0,4,0,17,29,58.6,3,24,1,1,0,Man Dennis,Belgium-Romania-June-22-2024-European-Championship
709,6,DM,25-297,67,0,0,0,0,0,0,1,0,40,4,0,2,0.0,0.0,0.2,2,0,25,29,86.2,2,16,0,0,0,Marin Marius,Belgium-Romania-June-22-2024-European-Championship
710,14,CM,26-111,23,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,12,15,80.0,3,4,0,0,0,Olaru Darius,Belgium-Romania-June-22-2024-European-Championship
711,11,LB,31-278,90,0,0,0,0,0,0,1,0,61,1,0,3,0.0,0.0,0.0,3,0,39,51,76.5,1,22,2,0,0,Bancu Nicușor,Belgium-Romania-June-22-2024-European-Championship
712,15,CB,31-068,90,0,0,0,0,1,0,0,0,56,3,0,3,0.1,0.1,0.0,1,0,36,43,83.7,0,29,1,0,0,Burcă Andrei,Belgium-Romania-June-22-2024-European-Championship
713,3,CB,22-140,90,0,0,0,0,3,1,0,0,36,0,1,1,0.2,0.2,0.0,0,0,22,23,95.7,0,16,0,0,0,Drăgușin Radu,Belgium-Romania-June-22-2024-European-Championship
714,2,RB,26-002,89,0,0,0,0,0,0,0,0,36,2,1,0,0.0,0.0,0.0,1,0,24,28,85.7,1,15,1,2,0,Ratiu Andrei,Belgium-Romania-June-22-2024-European-Championship
715,23,RB,26-298,1,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,1,0,7,8,87.5,0,3,0,0,0,Sorescu Deian,Belgium-Romania-June-22-2024-European-Championship
716,1,GK,36-355,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,1,0,25,37,67.6,0,21,0,0,0,Niță Florin,Belgium-Romania-June-22-2024-European-Championship
717,21,FW,24-030,90,0,0,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.0,0,0,17,23,73.9,6,12,1,1,0,Alper Yılmaz Barış,Turkiye-Portugal-June-22-2024-European-Championship
718,7,LW,25-245,57,0,0,0,0,3,1,0,0,24,1,0,1,0.5,0.5,0.0,2,0,9,16,56.3,0,15,3,3,2,Aktürkoğlu Kerem,Turkiye-Portugal-June-22-2024-European-Championship
719,19,LW,19-049,33,0,0,0,0,1,0,0,0,16,0,0,1,0.0,0.0,0.0,1,0,12,14,85.7,0,12,2,0,0,Yıldız Kenan,Turkiye-Portugal-June-22-2024-European-Championship
720,25,RW,23-351,69,0,0,0,0,0,0,0,0,27,2,0,1,0.0,0.0,0.1,3,0,14,17,82.4,3,20,3,4,1,Akgün Yunus,Turkiye-Portugal-June-22-2024-European-Championship
721,8,RW,19-118,21,0,0,0,0,2,0,0,0,31,2,0,0,0.0,0.0,0.0,0,0,20,23,87.0,5,18,0,3,1,Güler Arda,Turkiye-Portugal-June-22-2024-European-Championship
722,6,AM,23-176,45,0,0,0,0,2,1,0,0,12,1,0,0,0.1,0.1,0.0,1,0,4,7,57.1,1,3,0,0,0,Kökçü Orkun,Turkiye-Portugal-June-22-2024-European-Championship
723,11,AM,27-145,45,0,0,0,0,2,1,0,0,20,0,0,0,0.0,0.0,0.0,0,0,14,16,87.5,2,11,0,1,1,Yazıcı Yusuf,Turkiye-Portugal-June-22-2024-European-Championship
724,22,DM,29-225,57,0,0,0,0,0,0,0,0,31,1,0,2,0.0,0.0,0.1,3,0,20,26,76.9,3,15,0,0,0,Ayhan Kaan,Turkiye-Portugal-June-22-2024-European-Championship
725,16,DM,25-148,33,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,2,0,22,22,100.0,1,19,0,0,0,Yüksek İsmail,Turkiye-Portugal-June-22-2024-European-Championship
726,10,DM,30-135,90,0,0,0,0,1,0,0,0,76,3,0,1,0.0,0.0,0.0,3,0,61,68,89.7,6,33,1,1,1,Çalhanoğlu Hakan,Turkiye-Portugal-June-22-2024-European-Championship
727,20,LB,24-259,90,0,0,0,0,0,0,0,0,58,4,2,0,0.0,0.0,0.0,1,0,40,47,85.1,4,37,7,3,3,Kadioglu Ferdi,Turkiye-Portugal-June-22-2024-European-Championship
728,14,CB,29-289,90,0,0,0,0,0,0,1,0,57,0,0,2,0.0,0.0,0.1,1,0,44,51,86.3,2,25,0,0,0,Bardakcı Abdülkerim,Turkiye-Portugal-June-22-2024-European-Championship
729,4,CB,30-101,74,0,0,0,0,0,0,1,0,52,3,5,0,0.0,0.0,0.0,0,0,35,40,87.5,1,28,1,0,0,Akaydın Samet,Turkiye-Portugal-June-22-2024-European-Championship
730,3,CB,26-109,16,0,0,0,0,0,0,0,0,13,1,0,1,0.0,0.0,0.0,0,0,9,11,81.8,1,5,0,0,0,Demiral Merih,Turkiye-Portugal-June-22-2024-European-Championship
731,2,RB,27-126,90,0,0,0,0,0,0,1,0,51,3,0,1,0.0,0.0,0.4,2,0,39,46,84.8,1,24,0,1,0,Çelik Zeki,Turkiye-Portugal-June-22-2024-European-Championship
732,12,GK,26-069,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,29,35,82.9,0,29,0,0,0,Bayındır Altay,Turkiye-Portugal-June-22-2024-European-Championship
733,7,FW,39-138,90,0,1,0,0,4,1,0,0,27,0,0,1,0.4,0.4,1.0,5,1,15,20,75.0,1,14,2,3,2,Ronaldo Cristiano,Turkiye-Portugal-June-22-2024-European-Championship
734,17,LW,25-012,45,0,0,0,0,1,0,1,0,24,0,0,0,0.1,0.1,0.0,2,1,12,17,70.6,2,14,3,4,0,Leão Rafael,Turkiye-Portugal-June-22-2024-European-Championship
735,25,LW,24-105,45,0,0,0,0,0,0,0,0,26,1,1,0,0.0,0.0,0.0,0,0,14,21,66.7,2,15,2,3,1,Neto Pedro,Turkiye-Portugal-June-22-2024-European-Championship
736,10,RW,29-317,90,1,0,0,0,2,1,0,0,65,1,0,1,0.5,0.5,0.3,6,0,50,56,89.3,9,47,3,1,1,Silva Bernardo,Turkiye-Portugal-June-22-2024-European-Championship
737,8,AM,29-288,90,1,0,0,0,4,1,0,0,50,3,0,2,0.9,0.9,0.0,1,0,31,41,75.6,5,28,2,1,0,Fernandes Bruno,Turkiye-Portugal-June-22-2024-European-Championship
738,6,DM,28-349,45,0,0,0,0,0,0,1,0,26,1,1,1,0.0,0.0,0.0,1,0,21,21,100.0,1,13,0,0,0,Palhinha João,Turkiye-Portugal-June-22-2024-European-Championship
739,18,DM,27-101,45,0,0,0,0,1,0,0,0,37,0,0,1,0.0,0.0,0.0,1,1,29,34,85.3,3,26,0,1,1,Neves Rúben,Turkiye-Portugal-June-22-2024-European-Championship
740,23,DM,24-130,87,0,0,0,0,0,0,0,0,66,0,1,0,0.0,0.0,0.0,1,0,56,61,91.8,7,53,1,0,0,Vitinha,Turkiye-Portugal-June-22-2024-European-Championship
741,15,DM,19-269,3,0,0,0,0,0,0,0,0,5,0,2,0,0.0,0.0,0.0,1,0,4,4,100.0,1,5,0,0,0,Neves João,Turkiye-Portugal-June-22-2024-European-Championship
742,19,LB,22-003,90,0,0,0,0,0,0,0,0,76,4,1,4,0.0,0.0,0.0,1,1,51,60,85.0,2,43,2,4,0,Mendes Nuno,Turkiye-Portugal-June-22-2024-European-Championship
743,3,CB,41-117,82,0,0,0,0,0,0,0,0,78,2,1,0,0.0,0.0,0.0,0,0,63,65,96.9,3,49,1,1,1,Pepe,Turkiye-Portugal-June-22-2024-European-Championship
